id,Season,Match,Venue,Winner,Wonby,PlayerOfTheMatch,Team1Players,Team2Players,Team1,Team1Run,Team2,Team2run
1304063,2022,17,"Dr DY Patil Sports Academy, Mumbai",Sunrisers Hyderabad,Wickets,Abhishek Sharma,"RV Uthappa,RD Gaikwad,MM Ali,AT Rayudu,S Dube,RA Jadeja,MS Dhoni,DJ Bravo,CJ Jordan,M Theekshana,Mukesh Choudhary","Abhishek Sharma,KS Williamson,RA Tripathi,N Pooran,AK Markram,Shashank Singh,Washington Sundar,B Kumar,M Jansen,Umran Malik,T Natarajan",Chennai Super Kings,154,Sunrisers Hyderabad,155
1304062,2022,16,"Brabourne Stadium, Mumbai",Gujarat Titans,Wickets,Shubman Gill,"MA Agarwal,S Dhawan,JM Bairstow,LS Livingstone,JM Sharma,OF Smith,M Shahrukh Khan,K Rabada,RD Chahar,VG Arora,Arshdeep Singh","MS Wade,Shubman Gill,B Sai Sudharsan,HH Pandya,DA Miller,R Tewatia,A Manohar,Rashid Khan,DG Nalkande,Mohammed Shami,LH Ferguson",Punjab Kings,189,Gujarat Titans,190
1304061,2022,15,"Dr DY Patil Sports Academy, Mumbai",Lucknow Super Giants,Wickets,Q de Kock,"PP Shaw,DA Warner,R Powell,RR Pant,SN Khan,Lalit Yadav,AR Patel,SN Thakur,Kuldeep Yadav,Mustafizur Rahman,A Nortje","KL Rahul,Q de Kock,E Lewis,DJ Hooda,KH Pandya,A Badoni,K Gowtham,JO Holder,Avesh Khan,AJ Tye,Ravi Bishnoi",Delhi Capitals,149,Lucknow Super Giants,155
1304060,2022,14,"Maharashtra Cricket Association Stadium, Pune",Kolkata Knight Riders,Wickets,PJ Cummins,"RG Sharma,Ishan Kishan,D Brevis,SA Yadav,Tilak Varma,KA Pollard,DR Sams,M Ashwin,TS Mills,JJ Bumrah,Basil Thampi","AM Rahane,VR Iyer,SS Iyer,SW Billings,N Rana,AD Russell,PJ Cummins,SP Narine,Rasikh Salam,UT Yadav,CV Varun",Mumbai Indians,161,Kolkata Knight Riders,162
1304059,2022,13,"Wankhede Stadium, Mumbai",Royal Challengers Bangalore,Wickets,KD Karthik,"JC Buttler,YBK Jaiswal,D Padikkal,SV Samson,SO Hetmyer,R Parag,R Ashwin,Navdeep Saini,TA Boult,YS Chahal,M Prasidh Krishna","F du Plessis,Anuj Rawat,V Kohli,DJ Willey,SE Rutherford,Shahbaz Ahmed,KD Karthik,HV Patel,PWH de Silva,Mohammed Siraj,Akash Deep",Rajasthan Royals,169,Royal Challengers Bangalore,173
1304058,2022,12,"Dr DY Patil Sports Academy, Mumbai",Lucknow Super Giants,Runs,Avesh Khan,"KL Rahul,Q de Kock,E Lewis,MK Pandey,DJ Hooda,A Badoni,KH Pandya,JO Holder,AJ Tye,Ravi Bishnoi,Avesh Khan","Abhishek Sharma,KS Williamson,RA Tripathi,AK Markram,N Pooran,Washington Sundar,Abdul Samad,R Shepherd,B Kumar,Umran Malik,T Natarajan",Lucknow Super Giants,169,Sunrisers Hyderabad,157
1304057,2022,11,"Brabourne Stadium, Mumbai",Punjab Kings,Runs,LS Livingstone,"MA Agarwal,S Dhawan,PBB Rajapaksa,LS Livingstone,JM Sharma,M Shahrukh Khan,OF Smith,K Rabada,RD Chahar,VG Arora,Arshdeep Singh","RV Uthappa,RD Gaikwad,MM Ali,AT Rayudu,RA Jadeja,S Dube,MS Dhoni,DJ Bravo,D Pretorius,CJ Jordan,Mukesh Choudhary",Punjab Kings,180,Chennai Super Kings,126
1304056,2022,10,"Maharashtra Cricket Association Stadium, Pune",Gujarat Titans,Runs,LH Ferguson,"MS Wade,Shubman Gill,V Shankar,HH Pandya,DA Miller,R Tewatia,A Manohar,Rashid Khan,VR Aaron,LH Ferguson,Mohammed Shami","PP Shaw,TL Seifert,Mandeep Singh,RR Pant,Lalit Yadav,R Powell,AR Patel,SN Thakur,Kuldeep Yadav,KK Ahmed,Mustafizur Rahman",Gujarat Titans,171,Delhi Capitals,157
1304055,2022,9,"Dr DY Patil Sports Academy, Mumbai",Rajasthan Royals,Runs,JC Buttler,"JC Buttler,YBK Jaiswal,D Padikkal,SV Samson,SO Hetmyer,R Parag,R Ashwin,Navdeep Saini,TA Boult,YS Chahal,M Prasidh Krishna","Ishan Kishan,RG Sharma,Anmolpreet Singh,Tilak Varma,KA Pollard,TH David,DR Sams,M Ashwin,JJ Bumrah,TS Mills,Basil Thampi",Rajasthan Royals,193,Mumbai Indians,170
1304054,2022,8,"Wankhede Stadium, Mumbai",Kolkata Knight Riders,Wickets,UT Yadav,"MA Agarwal,S Dhawan,PBB Rajapaksa,LS Livingstone,RA Bawa,M Shahrukh Khan,Harpreet Brar,OF Smith,RD Chahar,K Rabada,Arshdeep Singh","AM Rahane,VR Iyer,SS Iyer,SW Billings,N Rana,AD Russell,SP Narine,TG Southee,UT Yadav,CV Varun,Shivam Mavi",Punjab Kings,137,Kolkata Knight Riders,141
1304053,2022,7,"Brabourne Stadium, Mumbai",Lucknow Super Giants,Wickets,E Lewis,"RV Uthappa,RD Gaikwad,MM Ali,S Dube,AT Rayudu,RA Jadeja,MS Dhoni,D Pretorius,DJ Bravo,TU Deshpande,Mukesh Choudhary","KL Rahul,Q de Kock,MK Pandey,E Lewis,DJ Hooda,A Badoni,KH Pandya,PVD Chameera,AJ Tye,Ravi Bishnoi,Avesh Khan",Chennai Super Kings,210,Lucknow Super Giants,211
1304052,2022,6,"Dr DY Patil Sports Academy, Mumbai",Royal Challengers Bangalore,Wickets,PWH de Silva,"AM Rahane,VR Iyer,SS Iyer,N Rana,SP Narine,SW Billings,SP Jackson,AD Russell,TG Southee,UT Yadav,CV Varun","F du Plessis,Anuj Rawat,V Kohli,DJ Willey,SE Rutherford,Shahbaz Ahmed,KD Karthik,PWH de Silva,HV Patel,Mohammed Siraj,Akash Deep",Kolkata Knight Riders,128,Royal Challengers Bangalore,132
1304051,2022,5,"Maharashtra Cricket Association Stadium, Pune",Rajasthan Royals,Runs,SV Samson,"JC Buttler,YBK Jaiswal,SV Samson,D Padikkal,SO Hetmyer,R Parag,NM Coulter-Nile,R Ashwin,YS Chahal,TA Boult,M Prasidh Krishna","KS Williamson,Abhishek Sharma,RA Tripathi,N Pooran,AK Markram,Abdul Samad,R Shepherd,Washington Sundar,B Kumar,Umran Malik,T Natarajan",Rajasthan Royals,210,Sunrisers Hyderabad,149
1304050,2022,4,"Wankhede Stadium, Mumbai",Gujarat Titans,Wickets,Mohammed Shami,"KL Rahul,Q de Kock,E Lewis,MK Pandey,DJ Hooda,A Badoni,KH Pandya,PVD Chameera,Mohsin Khan,Ravi Bishnoi,Avesh Khan","Shubman Gill,MS Wade,V Shankar,HH Pandya,DA Miller,R Tewatia,A Manohar,Rashid Khan,LH Ferguson,Mohammed Shami,VR Aaron",Lucknow Super Giants,158,Gujarat Titans,161
1304049,2022,3,"Dr DY Patil Sports Academy, Mumbai",Punjab Kings,Wickets,OF Smith,"F du Plessis,Anuj Rawat,V Kohli,KD Karthik,SE Rutherford,DJ Willey,Shahbaz Ahmed,PWH de Silva,HV Patel,Mohammed Siraj,Akash Deep","MA Agarwal,S Dhawan,PBB Rajapaksa,LS Livingstone,RA Bawa,M Shahrukh Khan,OF Smith,Harpreet Brar,Arshdeep Singh,Sandeep Sharma,RD Chahar",Royal Challengers Bangalore,205,Punjab Kings,208
1304048,2022,2,"Brabourne Stadium, Mumbai",Delhi Capitals,Wickets,Kuldeep Yadav,"RG Sharma,Ishan Kishan,Anmolpreet Singh,Tilak Varma,KA Pollard,TH David,DR Sams,M Ashwin,TS Mills,JJ Bumrah,Basil Thampi","PP Shaw,TL Seifert,Mandeep Singh,RR Pant,Lalit Yadav,R Powell,SN Thakur,AR Patel,Kuldeep Yadav,KK Ahmed,KL Nagarkoti",Mumbai Indians,177,Delhi Capitals,179
1304047,2022,1,"Wankhede Stadium, Mumbai",Kolkata Knight Riders,Wickets,UT Yadav,"RD Gaikwad,DP Conway,RV Uthappa,AT Rayudu,RA Jadeja,S Dube,MS Dhoni,DJ Bravo,MJ Santner,AF Milne,TU Deshpande","AM Rahane,VR Iyer,N Rana,SS Iyer,SW Billings,SP Jackson,AD Russell,SP Narine,UT Yadav,Shivam Mavi,CV Varun",Chennai Super Kings,131,Kolkata Knight Riders,133
1254117,2021,Final,Dubai International Cricket Stadium,Chennai Super Kings,Runs,F du Plessis,"RD Gaikwad,F du Plessis,RV Uthappa,MM Ali,AT Rayudu,MS Dhoni,RA Jadeja,DJ Bravo,SN Thakur,DL Chahar,JR Hazlewood","Shubman Gill,VR Iyer,N Rana,SP Narine,EJG Morgan,KD Karthik,Shakib Al Hasan,RA Tripathi,LH Ferguson,Shivam Mavi,CV Varun",Chennai Super Kings,192,Kolkata Knight Riders,165
1254116,2021,Qualifier 2,Sharjah Cricket Stadium,Kolkata Knight Riders,Wickets,VR Iyer,"PP Shaw,S Dhawan,MP Stoinis,SS Iyer,RR Pant,SO Hetmyer,AR Patel,R Ashwin,K Rabada,Avesh Khan,A Nortje","Shubman Gill,VR Iyer,N Rana,RA Tripathi,KD Karthik,EJG Morgan,Shakib Al Hasan,SP Narine,LH Ferguson,Shivam Mavi,CV Varun",Delhi Capitals,135,Kolkata Knight Riders,136
1254115,2021,Eliminator,Sharjah Cricket Stadium,Kolkata Knight Riders,Wickets,SP Narine,"D Padikkal,V Kohli,KS Bharat,GJ Maxwell,AB de Villiers,Shahbaz Ahmed,DT Christian,HV Patel,GHS Garton,Mohammed Siraj,YS Chahal","Shubman Gill,VR Iyer,RA Tripathi,N Rana,SP Narine,KD Karthik,EJG Morgan,Shakib Al Hasan,LH Ferguson,Shivam Mavi,CV Varun",Royal Challengers Bangalore,138,Kolkata Knight Riders,139
1254114,2021,Qualifier 1,Dubai International Cricket Stadium,Chennai Super Kings,Wickets,RD Gaikwad,"PP Shaw,S Dhawan,SS Iyer,AR Patel,RR Pant,SO Hetmyer,TK Curran,R Ashwin,K Rabada,Avesh Khan,A Nortje","RD Gaikwad,F du Plessis,RV Uthappa,SN Thakur,AT Rayudu,MM Ali,MS Dhoni,RA Jadeja,DJ Bravo,DL Chahar,JR Hazlewood",Delhi Capitals,172,Chennai Super Kings,173
1254101,2021,56,Dubai International Cricket Stadium,Royal Challengers Bangalore,Wickets,KS Bharat,"PP Shaw,S Dhawan,RR Pant,SS Iyer,SO Hetmyer,RV Patel,AR Patel,R Ashwin,K Rabada,Avesh Khan,A Nortje","V Kohli,D Padikkal,KS Bharat,AB de Villiers,GJ Maxwell,DT Christian,Shahbaz Ahmed,GHS Garton,HV Patel,Mohammed Siraj,YS Chahal",Delhi Capitals,164,Royal Challengers Bangalore,166
1254088,2021,55,"Zayed Cricket Stadium, Abu Dhabi",Mumbai Indians,Runs,Ishan Kishan,"RG Sharma,Ishan Kishan,HH Pandya,KA Pollard,SA Yadav,JDS Neesham,KH Pandya,NM Coulter-Nile,PP Chawla,JJ Bumrah,TA Boult","JJ Roy,Abhishek Sharma,MK Pandey,Mohammad Nabi,Abdul Samad,PK Garg,JO Holder,Rashid Khan,WP Saha,S Kaul,Umran Malik",Mumbai Indians,235,Sunrisers Hyderabad,193
1254106,2021,54,Sharjah Cricket Stadium,Kolkata Knight Riders,Runs,Shivam Mavi,"Shubman Gill,VR Iyer,N Rana,RA Tripathi,KD Karthik,EJG Morgan,Shakib Al Hasan,SP Narine,LH Ferguson,CV Varun,Shivam Mavi","YBK Jaiswal,LS Livingstone,SV Samson,S Dube,Anuj Rawat,GD Phillips,R Tewatia,CH Morris,JD Unadkat,C Sakariya,Mustafizur Rahman",Kolkata Knight Riders,171,Rajasthan Royals,85
1254094,2021,53,Dubai International Cricket Stadium,Punjab Kings,Wickets,KL Rahul,"RD Gaikwad,F du Plessis,MM Ali,RV Uthappa,AT Rayudu,MS Dhoni,RA Jadeja,DJ Bravo,DL Chahar,SN Thakur,JR Hazlewood","KL Rahul,MA Agarwal,SN Khan,M Shahrukh Khan,AK Markram,MC Henriques,CJ Jordan,Harpreet Brar,Ravi Bishnoi,Mohammed Shami,Arshdeep Singh",Chennai Super Kings,134,Punjab Kings,139
1254095,2021,52,"Zayed Cricket Stadium, Abu Dhabi",Sunrisers Hyderabad,Runs,KS Williamson,"JJ Roy,Abhishek Sharma,KS Williamson,PK Garg,Abdul Samad,WP Saha,JO Holder,Rashid Khan,B Kumar,S Kaul,Umran Malik","V Kohli,D Padikkal,DT Christian,KS Bharat,GJ Maxwell,AB de Villiers,Shahbaz Ahmed,GHS Garton,HV Patel,Mohammed Siraj,YS Chahal",Sunrisers Hyderabad,141,Royal Challengers Bangalore,137
1254093,2021,51,Sharjah Cricket Stadium,Mumbai Indians,Wickets,NM Coulter-Nile,"E Lewis,YBK Jaiswal,SV Samson,S Dube,GD Phillips,DA Miller,R Tewatia,S Gopal,C Sakariya,K Yadav,Mustafizur Rahman","RG Sharma,Ishan Kishan,SA Yadav,HH Pandya,SS Tiwary,KA Pollard,JDS Neesham,NM Coulter-Nile,J Yadav,JJ Bumrah,TA Boult",Rajasthan Royals,90,Mumbai Indians,94
1254110,2021,50,Dubai International Cricket Stadium,Delhi Capitals,Wickets,AR Patel,"RD Gaikwad,F du Plessis,RV Uthappa,MM Ali,AT Rayudu,MS Dhoni,RA Jadeja,DJ Bravo,DL Chahar,SN Thakur,JR Hazlewood","PP Shaw,S Dhawan,SS Iyer,RR Pant,RV Patel,R Ashwin,SO Hetmyer,AR Patel,K Rabada,Avesh Khan,A Nortje",Chennai Super Kings,136,Delhi Capitals,139
1254090,2021,48,Sharjah Cricket Stadium,Royal Challengers Bangalore,Runs,GJ Maxwell,"V Kohli,D Padikkal,DT Christian,GJ Maxwell,AB de Villiers,Shahbaz Ahmed,KS Bharat,GHS Garton,HV Patel,Mohammed Siraj,YS Chahal","KL Rahul,MA Agarwal,N Pooran,AK Markram,SN Khan,M Shahrukh Khan,MC Henriques,Harpreet Brar,Ravi Bishnoi,Mohammed Shami,Arshdeep Singh",Royal Challengers Bangalore,164,Punjab Kings,158
1254109,2021,49,Dubai International Cricket Stadium,Kolkata Knight Riders,Wickets,Shubman Gill,"JJ Roy,WP Saha,KS Williamson,PK Garg,Abhishek Sharma,Abdul Samad,JO Holder,Rashid Khan,B Kumar,S Kaul,Umran Malik","Shubman Gill,VR Iyer,RA Tripathi,N Rana,KD Karthik,EJG Morgan,Shakib Al Hasan,SP Narine,TG Southee,CV Varun,Shivam Mavi",Sunrisers Hyderabad,115,Kolkata Knight Riders,119
1254112,2021,46,Sharjah Cricket Stadium,Delhi Capitals,Wickets,AR Patel,"RG Sharma,Q de Kock,SA Yadav,SS Tiwary,KA Pollard,HH Pandya,KH Pandya,NM Coulter-Nile,J Yadav,JJ Bumrah,TA Boult","PP Shaw,S Dhawan,SPD Smith,RR Pant,SS Iyer,AR Patel,SO Hetmyer,R Ashwin,K Rabada,Avesh Khan,A Nortje",Mumbai Indians,129,Delhi Capitals,132
1254089,2021,47,"Zayed Cricket Stadium, Abu Dhabi",Rajasthan Royals,Wickets,RD Gaikwad,"RD Gaikwad,F du Plessis,SK Raina,MM Ali,AT Rayudu,RA Jadeja,MS Dhoni,SM Curran,SN Thakur,JR Hazlewood,KM Asif","E Lewis,YBK Jaiswal,SV Samson,S Dube,GD Phillips,DA Miller,R Tewatia,Akash Singh,M Markande,C Sakariya,Mustafizur Rahman",Chennai Super Kings,189,Rajasthan Royals,190
1254102,2021,45,Dubai International Cricket Stadium,Punjab Kings,Wickets,KL Rahul,"VR Iyer,Shubman Gill,RA Tripathi,N Rana,EJG Morgan,KD Karthik,TL Seifert,SP Narine,TG Southee,CV Varun,Shivam Mavi","KL Rahul,MA Agarwal,N Pooran,AK Markram,DJ Hooda,M Shahrukh Khan,FA Allen,NT Ellis,Ravi Bishnoi,Mohammed Shami,Arshdeep Singh",Kolkata Knight Riders,165,Punjab Kings,168
1254091,2021,44,Sharjah Cricket Stadium,Chennai Super Kings,Wickets,JR Hazlewood,"JJ Roy,WP Saha,KS Williamson,PK Garg,Abhishek Sharma,Abdul Samad,JO Holder,Rashid Khan,B Kumar,Sandeep Sharma,S Kaul","RD Gaikwad,F du Plessis,MM Ali,SK Raina,AT Rayudu,MS Dhoni,RA Jadeja,DJ Bravo,SN Thakur,DL Chahar,JR Hazlewood",Sunrisers Hyderabad,134,Chennai Super Kings,139
1254103,2021,43,Dubai International Cricket Stadium,Royal Challengers Bangalore,Wickets,YS Chahal,"E Lewis,YBK Jaiswal,SV Samson,MK Lomror,LS Livingstone,R Tewatia,R Parag,CH Morris,C Sakariya,Kartik Tyagi,Mustafizur Rahman","V Kohli,D Padikkal,KS Bharat,GJ Maxwell,AB de Villiers,DT Christian,Shahbaz Ahmed,GHS Garton,HV Patel,Mohammed Siraj,YS Chahal",Rajasthan Royals,149,Royal Challengers Bangalore,153
1254099,2021,42,"Zayed Cricket Stadium, Abu Dhabi",Mumbai Indians,Wickets,KA Pollard,"KL Rahul,Mandeep Singh,CH Gayle,AK Markram,N Pooran,DJ Hooda,Harpreet Brar,NT Ellis,Ravi Bishnoi,Mohammed Shami,Arshdeep Singh","RG Sharma,Q de Kock,SA Yadav,SS Tiwary,HH Pandya,KA Pollard,KH Pandya,NM Coulter-Nile,RD Chahar,TA Boult,JJ Bumrah",Punjab Kings,135,Mumbai Indians,137
1254092,2021,41,Sharjah Cricket Stadium,Kolkata Knight Riders,Wickets,SP Narine,"SPD Smith,S Dhawan,SS Iyer,RR Pant,SO Hetmyer,Lalit Yadav,AR Patel,R Ashwin,K Rabada,Avesh Khan,A Nortje","Shubman Gill,VR Iyer,RA Tripathi,N Rana,EJG Morgan,KD Karthik,SP Narine,TG Southee,LH Ferguson,S Sandeep Warrier,CV Varun",Delhi Capitals,127,Kolkata Knight Riders,130
1254100,2021,40,Dubai International Cricket Stadium,Sunrisers Hyderabad,Wickets,JJ Roy,"E Lewis,YBK Jaiswal,SV Samson,LS Livingstone,MK Lomror,R Parag,R Tewatia,CH Morris,JD Unadkat,C Sakariya,Mustafizur Rahman","JJ Roy,WP Saha,KS Williamson,PK Garg,Abhishek Sharma,JO Holder,Abdul Samad,Rashid Khan,B Kumar,Sandeep Sharma,S Kaul",Rajasthan Royals,164,Sunrisers Hyderabad,167
1254098,2021,38,"Zayed Cricket Stadium, Abu Dhabi",Chennai Super Kings,Wickets,RA Jadeja,"Shubman Gill,VR Iyer,RA Tripathi,EJG Morgan,N Rana,AD Russell,KD Karthik,SP Narine,LH Ferguson,M Prasidh Krishna,CV Varun","RD Gaikwad,F du Plessis,MM Ali,AT Rayudu,SK Raina,MS Dhoni,RA Jadeja,SM Curran,SN Thakur,DL Chahar,JR Hazlewood",Kolkata Knight Riders,171,Chennai Super Kings,172
1254108,2021,39,Dubai International Cricket Stadium,Royal Challengers Bangalore,Runs,GJ Maxwell,"V Kohli,D Padikkal,KS Bharat,GJ Maxwell,AB de Villiers,DT Christian,Shahbaz Ahmed,KA Jamieson,HV Patel,Mohammed Siraj,YS Chahal","RG Sharma,Q de Kock,Ishan Kishan,SA Yadav,KH Pandya,KA Pollard,HH Pandya,AF Milne,RD Chahar,JJ Bumrah,TA Boult",Royal Challengers Bangalore,165,Mumbai Indians,111
1254097,2021,36,"Zayed Cricket Stadium, Abu Dhabi",Delhi Capitals,Runs,SS Iyer,"PP Shaw,S Dhawan,SS Iyer,RR Pant,SO Hetmyer,Lalit Yadav,AR Patel,R Ashwin,K Rabada,A Nortje,Avesh Khan","LS Livingstone,YBK Jaiswal,SV Samson,DA Miller,MK Lomror,R Parag,R Tewatia,T Shamsi,Kartik Tyagi,C Sakariya,Mustafizur Rahman",Delhi Capitals,154,Rajasthan Royals,121
1254107,2021,37,Sharjah Cricket Stadium,Punjab Kings,Runs,JO Holder,"KL Rahul,MA Agarwal,CH Gayle,AK Markram,N Pooran,DJ Hooda,Harpreet Brar,NT Ellis,Mohammed Shami,Ravi Bishnoi,Arshdeep Singh","DA Warner,WP Saha,KS Williamson,MK Pandey,KM Jadhav,Abdul Samad,JO Holder,Rashid Khan,B Kumar,Sandeep Sharma,KK Ahmed",Punjab Kings,125,Sunrisers Hyderabad,120
1254113,2021,35,Sharjah Cricket Stadium,Chennai Super Kings,Wickets,DJ Bravo,"V Kohli,D Padikkal,AB de Villiers,GJ Maxwell,TH David,HV Patel,PWH de Silva,KS Bharat,Navdeep Saini,Mohammed Siraj,YS Chahal","RD Gaikwad,F du Plessis,MM Ali,AT Rayudu,SK Raina,MS Dhoni,RA Jadeja,DJ Bravo,SN Thakur,DL Chahar,JR Hazlewood",Royal Challengers Bangalore,156,Chennai Super Kings,157
1254096,2021,34,"Zayed Cricket Stadium, Abu Dhabi",Kolkata Knight Riders,Wickets,SP Narine,"RG Sharma,Q de Kock,SA Yadav,Ishan Kishan,KA Pollard,KH Pandya,SS Tiwary,AF Milne,RD Chahar,JJ Bumrah,TA Boult","Shubman Gill,VR Iyer,RA Tripathi,EJG Morgan,N Rana,AD Russell,KD Karthik,SP Narine,LH Ferguson,M Prasidh Krishna,CV Varun",Mumbai Indians,155,Kolkata Knight Riders,159
1254105,2021,33,Dubai International Cricket Stadium,Delhi Capitals,Wickets,A Nortje,"DA Warner,WP Saha,KS Williamson,MK Pandey,KM Jadhav,Abdul Samad,JO Holder,Rashid Khan,B Kumar,Sandeep Sharma,KK Ahmed","PP Shaw,S Dhawan,SS Iyer,RR Pant,MP Stoinis,SO Hetmyer,AR Patel,R Ashwin,K Rabada,A Nortje,Avesh Khan",Sunrisers Hyderabad,134,Delhi Capitals,139
1254111,2021,32,Dubai International Cricket Stadium,Rajasthan Royals,Runs,Kartik Tyagi,"E Lewis,YBK Jaiswal,SV Samson,LS Livingstone,MK Lomror,R Parag,R Tewatia,CH Morris,C Sakariya,Kartik Tyagi,Mustafizur Rahman","KL Rahul,MA Agarwal,AK Markram,N Pooran,DJ Hooda,FA Allen,IC Porel,AU Rashid,Harpreet Brar,Arshdeep Singh,Mohammed Shami",Rajasthan Royals,185,Punjab Kings,183
1254087,2021,31,"Zayed Cricket Stadium, Abu Dhabi",Kolkata Knight Riders,Wickets,CV Varun,"V Kohli,D Padikkal,KS Bharat,GJ Maxwell,AB de Villiers,Sachin Baby,PWH de Silva,KA Jamieson,HV Patel,Mohammed Siraj,YS Chahal","Shubman Gill,VR Iyer,AD Russell,N Rana,RA Tripathi,EJG Morgan,KD Karthik,LH Ferguson,SP Narine,CV Varun,M Prasidh Krishna",Royal Challengers Bangalore,92,Kolkata Knight Riders,94
1254104,2021,30,Dubai International Cricket Stadium,Chennai Super Kings,Runs,RD Gaikwad,"RD Gaikwad,F du Plessis,MM Ali,AT Rayudu,SK Raina,MS Dhoni,RA Jadeja,DJ Bravo,SN Thakur,DL Chahar,JR Hazlewood","Q de Kock,Anmolpreet Singh,SA Yadav,Ishan Kishan,SS Tiwary,KA Pollard,KH Pandya,AF Milne,RD Chahar,JJ Bumrah,TA Boult",Chennai Super Kings,156,Mumbai Indians,136
1254086,2021,29,"Narendra Modi Stadium, Ahmedabad",Delhi Capitals,Wickets,MA Agarwal,"P Simran Singh,MA Agarwal,CH Gayle,DJ Malan,DJ Hooda,M Shahrukh Khan,CJ Jordan,Harpreet Brar,RP Meredith,Ravi Bishnoi,Mohammed Shami","PP Shaw,S Dhawan,SPD Smith,RR Pant,SO Hetmyer,MP Stoinis,AR Patel,Lalit Yadav,K Rabada,I Sharma,Avesh Khan",Punjab Kings,166,Delhi Capitals,167
1254085,2021,28,"Arun Jaitley Stadium, Delhi",Rajasthan Royals,Runs,JC Buttler,"JC Buttler,YBK Jaiswal,SV Samson,R Parag,DA Miller,Anuj Rawat,R Tewatia,CH Morris,Kartik Tyagi,C Sakariya,Mustafizur Rahman","MK Pandey,JM Bairstow,KS Williamson,V Shankar,KM Jadhav,Mohammad Nabi,Abdul Samad,Rashid Khan,B Kumar,Sandeep Sharma,KK Ahmed",Rajasthan Royals,220,Sunrisers Hyderabad,165
1254084,2021,27,"Arun Jaitley Stadium, Delhi",Mumbai Indians,Wickets,KA Pollard,"RD Gaikwad,F du Plessis,MM Ali,SK Raina,AT Rayudu,RA Jadeja,MS Dhoni,SM Curran,SN Thakur,DL Chahar,L Ngidi","Q de Kock,RG Sharma,SA Yadav,KH Pandya,KA Pollard,HH Pandya,JDS Neesham,DS Kulkarni,RD Chahar,JJ Bumrah,TA Boult",Chennai Super Kings,218,Mumbai Indians,219
1254083,2021,26,"Narendra Modi Stadium, Ahmedabad",Punjab Kings,Runs,Harpreet Brar,"KL Rahul,P Simran Singh,CH Gayle,N Pooran,DJ Hooda,M Shahrukh Khan,Harpreet Brar,RP Meredith,Ravi Bishnoi,Mohammed Shami,CJ Jordan","V Kohli,D Padikkal,RM Patidar,GJ Maxwell,AB de Villiers,Shahbaz Ahmed,DR Sams,KA Jamieson,HV Patel,Mohammed Siraj,YS Chahal",Punjab Kings,179,Royal Challengers Bangalore,145
1254082,2021,25,"Narendra Modi Stadium, Ahmedabad",Delhi Capitals,Wickets,PP Shaw,"N Rana,Shubman Gill,RA Tripathi,EJG Morgan,SP Narine,AD Russell,KD Karthik,PJ Cummins,Shivam Mavi,CV Varun,M Prasidh Krishna","PP Shaw,S Dhawan,RR Pant,MP Stoinis,SO Hetmyer,SPD Smith,Lalit Yadav,AR Patel,K Rabada,Avesh Khan,I Sharma",Kolkata Knight Riders,154,Delhi Capitals,156
1254081,2021,24,"Arun Jaitley Stadium, Delhi",Mumbai Indians,Wickets,Q de Kock,"JC Buttler,YBK Jaiswal,SV Samson,S Dube,DA Miller,R Parag,R Tewatia,CH Morris,JD Unadkat,C Sakariya,Mustafizur Rahman","RG Sharma,Q de Kock,SA Yadav,KH Pandya,KA Pollard,HH Pandya,NM Coulter-Nile,J Yadav,RD Chahar,JJ Bumrah,TA Boult",Rajasthan Royals,171,Mumbai Indians,172
1254080,2021,23,"Arun Jaitley Stadium, Delhi",Chennai Super Kings,Wickets,RD Gaikwad,"DA Warner,JM Bairstow,MK Pandey,KS Williamson,KM Jadhav,Rashid Khan,V Shankar,J Suchith,S Kaul,KK Ahmed,Sandeep Sharma","RD Gaikwad,F du Plessis,MM Ali,RA Jadeja,SK Raina,AT Rayudu,MS Dhoni,SM Curran,SN Thakur,DL Chahar,L Ngidi",Sunrisers Hyderabad,171,Chennai Super Kings,173
1254079,2021,22,"Narendra Modi Stadium, Ahmedabad",Royal Challengers Bangalore,Runs,AB de Villiers,"V Kohli,D Padikkal,RM Patidar,GJ Maxwell,AB de Villiers,Washington Sundar,DR Sams,KA Jamieson,HV Patel,Mohammed Siraj,YS Chahal","PP Shaw,S Dhawan,SPD Smith,RR Pant,MP Stoinis,SO Hetmyer,AR Patel,K Rabada,Avesh Khan,A Mishra,I Sharma",Royal Challengers Bangalore,171,Delhi Capitals,170
1254078,2021,21,"Narendra Modi Stadium, Ahmedabad",Kolkata Knight Riders,Wickets,EJG Morgan,"KL Rahul,MA Agarwal,CH Gayle,DJ Hooda,N Pooran,MC Henriques,M Shahrukh Khan,CJ Jordan,Ravi Bishnoi,Mohammed Shami,Arshdeep Singh","Shubman Gill,N Rana,RA Tripathi,SP Narine,EJG Morgan,AD Russell,KD Karthik,PJ Cummins,Shivam Mavi,CV Varun,M Prasidh Krishna",Punjab Kings,123,Kolkata Knight Riders,126
